Opn_Id;TRet_Id;Defauls
2052;21;"Echappée de couture glaçage "
2420;04;Défaut dentelle, broderie, fourniture
2373;44;Couture déformée, retournée
2269;49;"Point sauté >1 point sur la recouvrement "
2271;47;"Echappée de couture autre que glaçage : "
2138;75;Séparateur incliné
2330;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2220;21;"Echappée de couture glaçage "
2338;71;"Non respect de cran ou de la ligne des creux   "
2052;44;Couture déformée, retournée
2170;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2220;44;Couture déformée, retournée
2016;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2011;08;Qualité des surpiqûres
2040;71;"Non respect de cran ou de la ligne des creux   "
2123;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
5031;02;Mauvais épluchage (poste de dégarnissage)
2436;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2052;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2280;20;"Grignage couture, Embu "
2185;75;Séparateur incliné
2276;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
5072;62;"Pose agrafage sans point d’arrêt "
2244;72;"Décalage de couture côté >1mm  "
5999;49;"Point sauté >1 point sur la recouvrement "
2477;46;Craquage de couture 
2011;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2200;44;Couture déformée, retournée
2338;70;"Plis sur couture "
5050;57;"Erreur taille armature  "
2117;45;Fourniture ou article coupé ou troué 
2140;65;"Point d’arrêt défectueux (non piqué) "
2380;64;"Point mal réglé (qui glisse) "
2218;46;Craquage de couture 
2032;06;Point mal réglé (aspect)
2355;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2073;70;"Plis sur couture "
2330;06;Point mal réglé (aspect)
2047;47;"Echappée de couture autre que glaçage : "
"5073 ";45;Fourniture ou article coupé ou troué 
2001;60;"Bretelle mal positionnée sur balconnet "
2133;01;Mesures
2828;47;"Echappée de couture autre que glaçage : "
2250;03;Tâche, nuance coloris
5045;63;"Point d’arrêt début ou fin de couture non fait "
2245;64;"Point mal réglé (qui glisse) "
2247;45;Fourniture ou article coupé ou troué 
2061;08;Qualité des surpiqûres
2160;67;Symétrie des mesures non respectés  > 3mm (transversale, Laminette décolleté, Barrettes, Bandes), sauf décolleté coque ou spacer voir tolérance fiche technique)
9100;47;"Echappée de couture autre que glaçage : "
2209;47;"Echappée de couture autre que glaçage : "
2229;45;Fourniture ou article coupé ou troué 
5040;09;Longueur point d’arrêt (sans échappé, sans trou, non coupé)
2280;44;Couture déformée, retournée
2040;70;"Plis sur couture "
2493;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2110;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2170;72;"Décalage de couture côté >1mm  "
5020;05;Point sauté ( 1 seul point et sauf recouvrement)
1122;04;Défaut dentelle, broderie, fourniture
1111;65;"Point d’arrêt défectueux (non piqué) "
2312;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2335;47;"Echappée de couture autre que glaçage : "
2000;04;Défaut dentelle, broderie, fourniture
2140;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2079;21;"Echappée de couture glaçage "
2215;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
5031;23;"Décalage agrafage "
2142;04;Défaut dentelle, broderie, fourniture
5025;56;"Erreur référence armature  "
2052;25;"Fil  > 1cm pour les postes sur machine coupe fil "
2150;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
2316;20;"Grignage couture, Embu "
5050;63;"Point d’arrêt début ou fin de couture non fait "
2250;64;"Point mal réglé (qui glisse) "
2185;47;"Echappée de couture autre que glaçage : "
2164;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2544;70;"Plis sur couture "
2320;71;"Non respect de cran ou de la ligne des creux   "
2373;72;"Décalage de couture côté >1mm  "
2340;44;Couture déformée, retournée
2115;45;Fourniture ou article coupé ou troué 
2263;04;Défaut dentelle, broderie, fourniture
2388;06;Point mal réglé (aspect)
2215;51;"Solidité des nœuds "
2586;70;"Plis sur couture "
2473;47;"Echappée de couture autre que glaçage : "
2183;45;Fourniture ou article coupé ou troué 
2339;04;Défaut dentelle, broderie, fourniture
2201;65;"Point d’arrêt défectueux (non piqué) "
2220;72;"Décalage de couture côté >1mm  "
2030;46;Craquage de couture 
2246;45;Fourniture ou article coupé ou troué 
2320;70;"Plis sur couture "
2123;72;"Décalage de couture côté >1mm  "
2150;66;Symétrie des mesures non respectés >2mm (décoché)
2312;46;Craquage de couture 
2080;47;"Echappée de couture autre que glaçage : "
5050;75;Séparateur incliné
5021;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
1096;61;"Bretelle ou barrette vissée  "
2247;03;Tâche, nuance coloris
2497;06;Point mal réglé (aspect)
5072;20;"Grignage couture, Embu "
2074;04;Défaut dentelle, broderie, fourniture
2202;47;"Echappée de couture autre que glaçage : "
2221;65;"Point d’arrêt défectueux (non piqué) "
2086;70;"Plis sur couture "
2315;05;Point sauté ( 1 seul point et sauf recouvrement)
2087;06;Point mal réglé (aspect)
2330;54;"Inversion Bonnets (devant/dos)  "
2375;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
1111;71;"Non respect de cran ou de la ligne des creux   "
2011;72;"Décalage de couture côté >1mm  "
2120;64;"Point mal réglé (qui glisse) "
2320;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2365;45;Fourniture ou article coupé ou troué 
2218;44;Couture déformée, retournée
5025;74;Manque Accessoire
2125;05;Point sauté ( 1 seul point et sauf recouvrement)
2828;01;Mesures
1111;70;"Plis sur couture "
5068;02;Mauvais épluchage (poste de dégarnissage)
2160;66;Symétrie des mesures non respectés >2mm (décoché)
2110;72;"Décalage de couture côté >1mm  "
1122;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2190;70;"Plis sur couture "
2531;08;Qualité des surpiqûres
2504;47;"Echappée de couture autre que glaçage : "
2040;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2215;06;Point mal réglé (aspect)
2346;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2138;47;"Echappée de couture autre que glaçage : "
2389;46;Craquage de couture 
2052;54;"Inversion Bonnets (devant/dos)  "
2005;63;"Point d’arrêt début ou fin de couture non fait "
2191;64;"Point mal réglé (qui glisse) "
2170;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2070;64;"Point mal réglé (qui glisse) "
2331;49;"Point sauté >1 point sur la recouvrement "
2361;04;Défaut dentelle, broderie, fourniture
2829;75;Séparateur incliné
2001;74;Manque Accessoire
5040;47;"Echappée de couture autre que glaçage : "
2240;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2164;64;"Point mal réglé (qui glisse) "
2210;73;"Vignette non conforme "
2020;74;Manque Accessoire
2375;06;Point mal réglé (aspect)
2370;03;Tâche, nuance coloris
2133;04;Défaut dentelle, broderie, fourniture
2005;45;Fourniture ou article coupé ou troué 
2240;06;Point mal réglé (aspect)
2542;47;"Echappée de couture autre que glaçage : "
2030;04;Défaut dentelle, broderie, fourniture
2301;46;Craquage de couture 
2048;73;"Vignette non conforme "
2385;01;Mesures
2531;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2454;46;Craquage de couture 
2543;73;"Vignette non conforme "
2300;64;"Point mal réglé (qui glisse) "
2083;20;"Grignage couture, Embu "
2325;44;Couture déformée, retournée
2365;20;"Grignage couture, Embu "
2215;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
2340;74;Manque Accessoire
2247;47;"Echappée de couture autre que glaçage : "
5031;49;"Point sauté >1 point sur la recouvrement "
2200;72;"Décalage de couture côté >1mm  "
5054;64;"Point mal réglé (qui glisse) "
2110;54;"Inversion Bonnets (devant/dos)  "
2314;54;"Inversion Bonnets (devant/dos)  "
2164;06;Point mal réglé (aspect)
2004;05;Point sauté ( 1 seul point et sauf recouvrement)
5034;62;"Pose agrafage sans point d’arrêt "
5053;51;"Solidité des nœuds "
2104;03;Tâche, nuance coloris
2285;05;Point sauté ( 1 seul point et sauf recouvrement)
2140;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2313;44;Couture déformée, retournée
2073;66;Symétrie des mesures non respectés >2mm (décoché)
2315;49;"Point sauté >1 point sur la recouvrement "
2170;54;"Inversion Bonnets (devant/dos)  "
2256;47;"Echappée de couture autre que glaçage : "
2150;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2416;46;Craquage de couture 
2185;63;"Point d’arrêt début ou fin de couture non fait "
2047;61;"Bretelle ou barrette vissée  "
2310;70;"Plis sur couture "
2191;06;Point mal réglé (aspect)
2020;44;Couture déformée, retournée
2150;08;Qualité des surpiqûres
2105;73;"Vignette non conforme "
2585;45;Fourniture ou article coupé ou troué 
2005;75;Séparateur incliné
2070;06;Point mal réglé (aspect)
9090;70;"Plis sur couture "
2375;64;"Point mal réglé (qui glisse) "
2193;44;Couture déformée, retournée
5025;44;Couture déformée, retournée
2186;47;"Echappée de couture autre que glaçage : "
2330;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2832;72;"Décalage de couture côté >1mm  "
2380;49;"Point sauté >1 point sur la recouvrement "
2005;20;"Grignage couture, Embu "
2250;06;Point mal réglé (aspect)
5050;45;Fourniture ou article coupé ou troué 
2024;47;"Echappée de couture autre que glaçage : "
2361;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
1096;47;"Echappée de couture autre que glaçage : "
2345;45;Fourniture ou article coupé ou troué 
2120;06;Point mal réglé (aspect)
5050;20;"Grignage couture, Embu "
2280;72;"Décalage de couture côté >1mm  "
2032;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2493;01;Mesures
2581;46;Craquage de couture 
2252;44;Couture déformée, retournée
2436;46;Craquage de couture 
2349;47;"Echappée de couture autre que glaçage : "
5040;63;"Point d’arrêt début ou fin de couture non fait "
2240;64;"Point mal réglé (qui glisse) "
2115;47;"Echappée de couture autre que glaçage : "
2416;44;Couture déformée, retournée
5050;03;Tâche, nuance coloris
2250;04;Défaut dentelle, broderie, fourniture
2579;06;Point mal réglé (aspect)
5050;21;"Echappée de couture glaçage "
2454;74;Manque Accessoire
2361;64;"Point mal réglé (qui glisse) "
2070;04;Défaut dentelle, broderie, fourniture
2073;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2106;06;Point mal réglé (aspect)
2005;03;Tâche, nuance coloris
2191;04;Défaut dentelle, broderie, fourniture
2312;44;Couture déformée, retournée
2105;70;"Plis sur couture "
2209;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
5040;55;"Erreur de taille de bonnet  "
2388;04;Défaut dentelle, broderie, fourniture
2183;47;"Echappée de couture autre que glaçage : "
5053;06;Point mal réglé (aspect)
2014;47;"Echappée de couture autre que glaçage : "
2005;21;"Echappée de couture glaçage "
2215;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
5045;64;"Point mal réglé (qui glisse) "
2521;44;Couture déformée, retournée
2087;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2325;72;"Décalage de couture côté >1mm  "
2150;06;Point mal réglé (aspect)
2436;44;Couture déformée, retournée
2208;45;Fourniture ou article coupé ou troué 
2224;47;"Echappée de couture autre que glaçage : "
1096;01;Mesures
2071;44;Couture déformée, retournée
2201;05;Point sauté ( 1 seul point et sauf recouvrement)
2083;45;Fourniture ou article coupé ou troué 
2339;64;"Point mal réglé (qui glisse) "
2365;47;"Echappée de couture autre que glaçage : "
2263;46;Craquage de couture 
2140;08;Qualité des surpiqûres
2007;70;"Plis sur couture "
5031;20;"Grignage couture, Embu "
2209;73;"Vignette non conforme "
2372;70;"Plis sur couture "
2241;72;"Décalage de couture côté >1mm  "
2244;49;"Point sauté >1 point sur la recouvrement "
2211;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2361;46;Craquage de couture 
5072;47;"Echappée de couture autre que glaçage : "
2109;08;Qualité des surpiqûres
1123;45;Fourniture ou article coupé ou troué 
2172;47;"Echappée de couture autre que glaçage : "
5040;20;"Grignage couture, Embu "
2381;47;"Echappée de couture autre que glaçage : "
2433;45;Fourniture ou article coupé ou troué 
2218;72;"Décalage de couture côté >1mm  "
2221;05;Point sauté ( 1 seul point et sauf recouvrement)
2016;70;"Plis sur couture "
5999;45;Fourniture ou article coupé ou troué 
2300;46;Craquage de couture 
2124;54;"Inversion Bonnets (devant/dos)  "
2095;08;Qualité des surpiqûres
2215;66;Symétrie des mesures non respectés >2mm (décoché)
2213;64;"Point mal réglé (qui glisse) "
1096;63;"Point d’arrêt début ou fin de couture non fait "
2310;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2246;47;"Echappée de couture autre que glaçage : "
2150;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2117;01;Mesures
2172;75;Séparateur incliné
2083;75;Séparateur incliné
2269;45;Fourniture ou article coupé ou troué 
2281;05;Point sauté ( 1 seul point et sauf recouvrement)
2375;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2210;08;Qualité des surpiqûres
2164;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
1557;61;"Bretelle ou barrette vissée  "
2375;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
2083;67;Symétrie des mesures non respectés  > 3mm (transversale, Laminette décolleté, Barrettes, Bandes), sauf décolleté coque ou spacer voir tolérance fiche technique)
2578;03;Tâche, nuance coloris
2005;47;"Echappée de couture autre que glaçage : "
2474;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
5028;45;Fourniture ou article coupé ou troué 
2335;21;"Echappée de couture glaçage "
2140;70;"Plis sur couture "
5050;47;"Echappée de couture autre que glaçage : "
2120;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2185;20;"Grignage couture, Embu "
2152;44;Couture déformée, retournée
2074;46;Craquage de couture 
2397;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2472;05;Point sauté ( 1 seul point et sauf recouvrement)
2077;54;"Inversion Bonnets (devant/dos)  "
2104;01;Mesures
2255;45;Fourniture ou article coupé ou troué 
2359;47;"Echappée de couture autre que glaçage : "
2147;47;"Echappée de couture autre que glaçage : "
2140;71;"Non respect de cran ou de la ligne des creux   "
5040;21;"Echappée de couture glaçage "
2352;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2088;64;"Point mal réglé (qui glisse) "
2029;54;"Inversion Bonnets (devant/dos)  "
2080;20;"Grignage couture, Embu "
2824;64;"Point mal réglé (qui glisse) "
2477;72;"Décalage de couture côté >1mm  "
5072;45;Fourniture ou article coupé ou troué 
2493;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2399;45;Fourniture ou article coupé ou troué 
2120;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2345;47;"Echappée de couture autre que glaçage : "
2079;45;Fourniture ou article coupé ou troué 
2301;44;Couture déformée, retournée
2020;72;"Décalage de couture côté >1mm  "
2210;71;"Non respect de cran ou de la ligne des creux   "
2073;06;Point mal réglé (aspect)
2032;54;"Inversion Bonnets (devant/dos)  "
2254;05;Point sauté ( 1 seul point et sauf recouvrement)
2040;06;Point mal réglé (aspect)
5054;04;Défaut dentelle, broderie, fourniture
2408;64;"Point mal réglé (qui glisse) "
2473;20;"Grignage couture, Embu "
2581;44;Couture déformée, retournée
2300;04;Défaut dentelle, broderie, fourniture
2420;49;"Point sauté >1 point sur la recouvrement "
2432;47;"Echappée de couture autre que glaçage : "
5049;65;"Point d’arrêt défectueux (non piqué) "
2444;64;"Point mal réglé (qui glisse) "
2524;45;Fourniture ou article coupé ou troué 
2238;46;Craquage de couture 
2108;44;Couture déformée, retournée
2050;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
2381;45;Fourniture ou article coupé ou troué 
2133;46;Craquage de couture 
2101;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2280;54;"Inversion Bonnets (devant/dos)  "
2191;66;Symétrie des mesures non respectés >2mm (décoché)
2483;06;Point mal réglé (aspect)
2450;70;"Plis sur couture "
2370;01;Mesures
2313;72;"Décalage de couture côté >1mm  "
5025;72;"Décalage de couture côté >1mm  "
2377;49;"Point sauté >1 point sur la recouvrement "
2144;54;"Inversion Bonnets (devant/dos)  "
2500;44;Couture déformée, retournée
2172;45;Fourniture ou article coupé ou troué 
5060;65;"Point d’arrêt défectueux (non piqué) "
2388;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
1570;61;"Bretelle ou barrette vissée  "
2576;46;Craquage de couture 
2101;49;"Point sauté >1 point sur la recouvrement "
6030;47;"Echappée de couture autre que glaçage : "
2140;41;Mesures : Longueur goutte, longueur fente, largeur fond : > ou < 2mm hors tolérance 
2030;64;"Point mal réglé (qui glisse) "
2581;74;Manque Accessoire
2252;72;"Décalage de couture côté >1mm  "
2051;44;Couture déformée, retournée
2585;47;"Echappée de couture autre que glaçage : "
2388;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
5040;03;Tâche, nuance coloris
2240;04;Défaut dentelle, broderie, fourniture
2095;70;"Plis sur couture "
2310;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2316;45;Fourniture ou article coupé ou troué 
2097;06;Point mal réglé (aspect)
2276;54;"Inversion Bonnets (devant/dos)  "
2007;71;"Non respect de cran ou de la ligne des creux   "
2150;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
1111;08;Qualité des surpiqûres
2352;06;Point mal réglé (aspect)
5030;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
TACHE;72;"Décalage de couture côté >1mm  "
2164;04;Défaut dentelle, broderie, fourniture
2079;67;Symétrie des mesures non respectés  > 3mm (transversale, Laminette décolleté, Barrettes, Bandes), sauf décolleté coque ou spacer voir tolérance fiche technique)
2238;64;"Point mal réglé (qui glisse) "
1517;65;"Point d’arrêt défectueux (non piqué) "
2133;64;"Point mal réglé (qui glisse) "
2200;54;"Inversion Bonnets (devant/dos)  "
2210;70;"Plis sur couture "
2085;70;"Plis sur couture "
2319;70;"Plis sur couture "
2269;65;"Point d’arrêt défectueux (non piqué) "
2209;63;"Point d’arrêt début ou fin de couture non fait "
2152;72;"Décalage de couture côté >1mm  "
2083;47;"Echappée de couture autre que glaçage : "
5031;75;Séparateur incliné
2105;55;"Erreur de taille de bonnet  "
2215;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2030;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
5020;03;Tâche, nuance coloris
2215;46;Craquage de couture 
2428;72;"Décalage de couture côté >1mm  "
2312;06;Point mal réglé (aspect)
2474;70;"Plis sur couture "
2301;72;"Décalage de couture côté >1mm  "
2389;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
TROU;09;Longueur point d’arrêt (sans échappé, sans trou, non coupé)
2241;04;Défaut dentelle, broderie, fourniture
2361;44;Couture déformée, retournée
5060;75;Séparateur incliné
1123;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2083;65;"Point d’arrêt défectueux (non piqué) "
2107;08;Qualité des surpiqûres
TROU;20;"Grignage couture, Embu "
2189;70;"Plis sur couture "
2315;45;Fourniture ou article coupé ou troué 
2269;47;"Echappée de couture autre que glaçage : "
2472;54;"Inversion Bonnets (devant/dos)  "
2355;49;"Point sauté >1 point sur la recouvrement "
2433;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2224;05;Point sauté ( 1 seul point et sauf recouvrement)
2004;47;"Echappée de couture autre que glaçage : "
2032;49;"Point sauté >1 point sur la recouvrement "
2108;72;"Décalage de couture côté >1mm  "
2336;71;"Non respect de cran ou de la ligne des creux   "
2581;72;"Décalage de couture côté >1mm  "
2125;45;Fourniture ou article coupé ou troué 
2050;44;Couture déformée, retournée
2388;46;Craquage de couture 
2029;49;"Point sauté >1 point sur la recouvrement "
1557;70;"Plis sur couture "
2339;44;Couture déformée, retournée
2285;47;"Echappée de couture autre que glaçage : "
TROU;54;"Inversion Bonnets (devant/dos)  "
2030;06;Point mal réglé (aspect)
2336;70;"Plis sur couture "
2389;06;Point mal réglé (aspect)
5031;45;Fourniture ou article coupé ou troué 
2240;08;Qualité des surpiqûres
2444;06;Point mal réglé (aspect)
5049;47;"Echappée de couture autre que glaçage : "
2152;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2074;44;Couture déformée, retournée
2176;45;Fourniture ou article coupé ou troué 
"2028 ";46;Craquage de couture 
2245;45;Fourniture ou article coupé ou troué 
2011;02;Mauvais épluchage (poste de dégarnissage)
5031;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2315;54;"Inversion Bonnets (devant/dos)  "
2050;74;Manque Accessoire
2433;47;"Echappée de couture autre que glaçage : "
5071;45;Fourniture ou article coupé ou troué 
2088;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
1123;47;"Echappée de couture autre que glaçage : "
2200;49;"Point sauté >1 point sur la recouvrement "
1547;64;"Point mal réglé (qui glisse) "
2821;45;Fourniture ou article coupé ou troué 
5999;47;"Echappée de couture autre que glaçage : "
2312;64;"Point mal réglé (qui glisse) "
2115;05;Point sauté ( 1 seul point et sauf recouvrement)
5049;75;Séparateur incliné
2380;45;Fourniture ou article coupé ou troué 
2263;44;Couture déformée, retournée
1504;47;"Echappée de couture autre que glaçage : "
2073;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2314;49;"Point sauté >1 point sur la recouvrement "
5020;70;"Plis sur couture "
2340;72;"Décalage de couture côté >1mm  "
5025;04;Défaut dentelle, broderie, fourniture
2152;64;"Point mal réglé (qui glisse) "
2324;49;"Point sauté >1 point sur la recouvrement "
TACHE;04;Défaut dentelle, broderie, fourniture
2108;06;Point mal réglé (aspect)
2101;54;"Inversion Bonnets (devant/dos)  "
2120;46;Craquage de couture 
2352;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2124;49;"Point sauté >1 point sur la recouvrement "
5050;67;Symétrie des mesures non respectés  > 3mm (transversale, Laminette décolleté, Barrettes, Bandes), sauf décolleté coque ou spacer voir tolérance fiche technique)
5025;62;"Pose agrafage sans point d’arrêt "
2189;63;"Point d’arrêt début ou fin de couture non fait "
5030;63;"Point d’arrêt début ou fin de couture non fait "
2313;04;Défaut dentelle, broderie, fourniture
5046;72;"Décalage de couture côté >1mm  "
2030;74;Manque Accessoire
2452;04;Défaut dentelle, broderie, fourniture
2380;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2001;72;"Décalage de couture côté >1mm  "
2375;46;Craquage de couture 
2408;44;Couture déformée, retournée
5072;65;"Point d’arrêt défectueux (non piqué) "
2581;64;"Point mal réglé (qui glisse) "
2238;66;Symétrie des mesures non respectés >2mm (décoché)
2399;47;"Echappée de couture autre que glaçage : "
2262;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2172;65;"Point d’arrêt défectueux (non piqué) "
2034;47;"Echappée de couture autre que glaçage : "
2349;73;"Vignette non conforme "
2108;64;"Point mal réglé (qui glisse) "
2088;44;Couture déformée, retournée
2190;55;"Erreur de taille de bonnet  "
2191;46;Craquage de couture 
2013;45;Fourniture ou article coupé ou troué 
2248;70;"Plis sur couture "
2210;03;Tâche, nuance coloris
2020;04;Défaut dentelle, broderie, fourniture
2240;46;Craquage de couture 
5049;45;Fourniture ou article coupé ou troué 
2824;44;Couture déformée, retournée
2316;47;"Echappée de couture autre que glaçage : "
2301;06;Point mal réglé (aspect)
2074;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2070;46;Craquage de couture 
2140;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
5045;08;Qualité des surpiqûres
2170;49;"Point sauté >1 point sur la recouvrement "
2423;47;"Echappée de couture autre que glaçage : "
2305;20;"Grignage couture, Embu "
2543;70;"Plis sur couture "
2332;47;"Echappée de couture autre que glaçage : "
1111;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
2389;44;Couture déformée, retournée
"2184 ";65;"Point d’arrêt défectueux (non piqué) "
2134;04;Défaut dentelle, broderie, fourniture
5050;05;Point sauté ( 1 seul point et sauf recouvrement)
2125;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
5060;45;Fourniture ou article coupé ou troué 
1570;63;"Point d’arrêt début ou fin de couture non fait "
2208;47;"Echappée de couture autre que glaçage : "
2215;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2385;70;"Plis sur couture "
2371;72;"Décalage de couture côté >1mm  "
2164;46;Craquage de couture 
2004;45;Fourniture ou article coupé ou troué 
2104;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2436;06;Point mal réglé (aspect)
2050;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2285;45;Fourniture ou article coupé ou troué 
2301;64;"Point mal réglé (qui glisse) "
1510;61;"Bretelle ou barrette vissée  "
2291;45;Fourniture ou article coupé ou troué 
5030;70;"Plis sur couture "
2315;09;Longueur point d’arrêt (sans échappé, sans trou, non coupé)
2388;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2497;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
1570;70;"Plis sur couture "
2416;06;Point mal réglé (aspect)
2318;70;"Plis sur couture "
2370;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2133;44;Couture déformée, retournée
1539;61;"Bretelle ou barrette vissée  "
2030;44;Couture déformée, retournée
2383;45;Fourniture ou article coupé ou troué 
2585;05;Point sauté ( 1 seul point et sauf recouvrement)
TROU;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2338;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2238;44;Couture déformée, retournée
2079;47;"Echappée de couture autre que glaçage : "
2040;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2493;70;"Plis sur couture "
2150;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2223;46;Craquage de couture 
2425;45;Fourniture ou article coupé ou troué 
2404;47;"Echappée de couture autre que glaçage : "
5020;63;"Point d’arrêt début ou fin de couture non fait "
5072;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2370;70;"Plis sur couture "
5071;47;"Echappée de couture autre que glaçage : "
1111;61;"Bretelle ou barrette vissée  "
2472;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
1122;45;Fourniture ou article coupé ou troué 
2088;72;"Décalage de couture côté >1mm  "
2477;64;"Point mal réglé (qui glisse) "
2821;47;"Echappée de couture autre que glaçage : "
1111;60;"Bretelle mal positionnée sur balconnet "
2269;05;Point sauté ( 1 seul point et sauf recouvrement)
2050;06;Point mal réglé (aspect)
2380;47;"Echappée de couture autre que glaçage : "
2398;47;"Echappée de couture autre que glaçage : "
2316;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
